329,We couldn't agree on a movie so we split up between two theaters.
330,I had to pay a large fine.
331,Larry was not doing so well hitting the ball.
332,The old man found a lizard in the garden.
333,it shock the house and a tree fell.
334,Jill got a box for as her prize.
335,Amy's grandmother had sent her some birthday money so Amy had a bigger budget than she normally would.
336,I was hit by a car.
337,He was afraid he'd never see his cat again so he told everyone he'd lost his cat.
338,Jen could not afford a flight to her family.
339,The dog ran all over the beach.
340,Garry wanted to plan a proposal and showed LaChonda the ring.
341,Jake left the stove on over night.
342,I could burn so many and sell them.
343,Sally went to the pet store with her parents.
344,Jimmy got the phone wet but everyone said it would work when it dried.
345,Quentin's parents took him to DC.
346,We had a great time and bonded.
347,Sarah started having bad breakouts.
348,Matt drove through a red light and hit a car.
349,I felt down into the snow.
350,Colby practiced all the time.
351,The mom of the tiny baby picked the baby up and said good bye.
352,The snow allowed us the chance to build snowmen.
353,Jane was really good at the game.
354,Jim planned on walking to school.
355,The kangaroo jumped around the zoo.
356,James forgot about the fish for awhile.
357,Rob was cut from the football team.
358,Carter got his shoes soaked in a puddle.
359,I ate too much fair food.
360,Bob was miserable on his new diet.
361,I spent hours researching and making homemade pasta.
362,Horatio tried one and like it a lot.
363,In a rush she forgot to save the computer file.
364,Jim was just not motivated to exercise.
365,It was so relaxing that I almost fell asleep.
366,Carol is very peculiar about what she eats.
367,The bus came and took everyone to a party.
368,The plane ride was bumpy.
369,I did not know Korean.
370,The TV was in perfect shape and easy to set up.
371,The dentist fondled the patient while she was under anesthesia.
372,Kara went to surprise her mom so she went to her house.
373,Tim received a notice in the mail that his insurance premium was due.
374,Every night joy and Beth walked thier dogs together.
375,they heard very loud sirens and ran to the closet.
376,Jenna saw a new dancing school and decided to sign up for classes.
377,Hannah didn't want to move.
378,James went on a brewery tour.
379,The stock price increased a lot.
380,Rene saw one that looked very pretty.
381,Christian practiced hard for try outs.
382,Ethan asked Kelly to marry him.
383,They hunted so much that they decided to camp out.
384,"Stephanie fell onto the ground, and was almost stepped on."
385,"However, Mollie and Julia went through a rough patch."
386,"A customer came in, requested a glass cup with his beer and proceeded to throw the glass cup on the floor and shatter it."
387,"He played all day ""catch"" and wore himself out."
388,trina fell in love with a surfer.
389,When Sam woke up he didn't realize he had fallen asleep at his computer desk. He looked at the time and panicked when he saw it was almost noon.
390,Gina's teacher caught Gina and gave Gina detention.
391,Tim spun in his chair until he vomited.
392,Evan tried hard every day to stop the nail biting.
393,Jody tripped over a wet floor sign.
394,A roaming cat outside the fence made her dog bark loudly.
395,The teacher gave us little time.
396,Bay walked around and saw all of the animals and even got to witness the seal show!.
397,Miked asked his roommate to workout with him later that day.
398,Matt was going after the home run record.
399,Matt dressed up as a super hero for Halloween.
400,Bill practiced to become a pro.
401,Misses Sky had a room full of bored students.
402,I struggled to learn how to play with them.
403,it was raining and it was a long walk.
404,One of them hit the ball really hard.
405,Neil went to go to the sea shore.
406,Ophelia felt bad because she didn't bring a dish.
407,Jack asked for thin sliced bacon.
408,"Her department was having a competition to see who could sell the most pairs of underwear, with the main prize being a trip."
409,Charles needed help with a place to stay.
410,James runs a few miles daily.
411,Tim tried very hard to go to sleep.
412,Joey played for hours and hours on the swings.
413,"Before his research, Neil though Shenzhen was a dusty rural village."
414,She fell in love with a white fluffy cat.
415,My family never misses Halloween parties.
416,His mother taught her how to make her boyfriend's favorite sauce.
417,Jason updated his resume and made sure to list his good accomplishments.
418,ted always makes the best out of life.
419,Sam's cat was very fat.
420,Stephen saw all of the people and lights.
421,Tom had some suspicios bottles.
422,Jethro Tull rarely makes a stop in my town's concert hall.
423,I found a police roadblock.
424,He had a lot of fun riding around.
425,"Glenda broke through the ice when winter fishing, and nobody was around."
426,Kimmy found an amazing radio station.
427,Lily decided to make her aunt a new hat.
428,Lynn can do really funny impersonations of people.
429,Katie's neighbors were noisy and partied a lot and she was tired.
430,Chris spent hours making a cake.
431,Al's and a friend took turns sneezing and coughing.
432,I was walking in the hall and stepped in some water.
433,Laurie danced the night away with her date.
434,He had fallen asleep and woke up in a strange part of the city.
435,Jess gave her egg salad to the dog.
436,She didn't really smile.
437,Mary bought more apples than she originally told George.
438,Philip's grandma usually baked pretzels but couldn't this Christmas.
439,Jane immediately called the bank about her lost card.
440,Someone walked up to Gina and started bullying her.
441,Kelly was offered a record deal for her song.
442,They were in the checked luggage.
443,Alfie likes to play dead if he thinks the dog is around.
444,"One day after they got there, a tropical storm hit the Cape. There was a lot of damage and the power went out for two days."
445,Tim decided to close the window.
446,Cynthia went through her old jewelry and found some gold pieces to sell.
447,Philip did not get any pretzel.
448,I was happy when I reached home but.
449,The inventor spend weeks trying to come up with a new concept.
450,Her parents got her a puppy for her birthday.
451,Mark then never got allowance money.
452,Exchange students are all new to town.Charles is lost and waiting for a new contact to show him to his class.
453,Alex allowed it if Allie can fix it.
454,I called it when I realized it was missing.
455,Jay saw what appeared to be smoke falling.
456,She wanted fries but heard the oil was dangerous.
457,When Jason was in his backyard he saw a spider crawling on him.
458,Bob and Jane decided to buy a home there.
459,Ben found some gold.
460,Jake sat down to talk to his girlfriend.
461,Emily found a website that would let her test her skills.
462,"I almost got hit by a car, but it was just a close call."
463,Jessica was told how unhealthy it is.
464,Katie followed her parents rules and looked both ways.
465,"When Tyson wasn't paying attention, his puppy chewed up his toy train."
466,Amanda was assigned to read a novel.
467,Matt decided to eat healthier.
468,Whitney drove to the closest place.
469,Francis set the oven to the wrong temperature.
470,Amy researched the demands of joining the Army as an alternate option to college.
471,"After waiting for a long time, I became worried when my friend didnt arrive."
472,My car broke down and I tried moving it.
473,Ali saw there was a new girl in her class.
474,The students had a hard time deciding what to write the play about.
475,I was watching a movie and decided to go later.
476,The principal told her to stay put until her parents arrived.
477,It took a long time to mix and bake the cake.
478,Greg ate tons of the burgers.
479,I love the huge tree very much.
480,Jean inadvertently spilled coffee on her thigh.
481,She was very sweet and came from Australia.
482,Larry needed a break from work.
483,Kelly made her own hot pink pair of pants for herself.
484,Laura was chosen as captain by the coach.
485,It was visited by a little boy almost every day because he loved books.
486,His mom tried putting them in a fruit smoothie instead.
487,Ida left early because she thought she left her glasses at home.
488,Kyle decided to give some of the groceries to a needy family he saw.
489,Lonnie knew getting a degree is important.
490,One day Maggie's cat brought a dead bird into the home.
491,He worked hard but couldn't afford some of the materials needed.
492,"The Roku was hard to use at first, but we soon learned."
493,Joe received a framed certificate.
494,Joe decided to put the fire out.
495,Linda and Gina did not see anything they liked.
496,Terry started talking to a woman that looked lonely.
497,Matt tried to kiss Jamie to soon.
498,All of the needles turned brown and fell out.
499,The tour guide took them up the ski lift.
500,He decided to send in a tape.
501,They were very excited.
502,One day Beverly ignored a sign that said this wasn't safe in that area.
503,The gas station attended wouldn't help Gina.
504,"This week, however, our console stopped working."
505,So Ike spent long hours at the library doing research and talking to his science professor.
506,the snake wasn't feeling good.
507,Bob tried mini golf.
508,Delaney and Cat rode some rides.
509,Gary was told he needed braces.
510,Rick bought some even though it was expensive.
511,the book she wanted most was not available for two weeks.
512,So I ate alot of sushi when I was there.
513,The poor widow had a pet mite.
514,He put the puzzle together.
515,Emmy passed the dog kennel on the way to the kittens.
516,I put more logs in the fire without using safety gloves and burned my hand.
517,Lisa decided to learn a new hobby.
518,He had a dollar for the toy.
519,But he was to scared to talk to her.
520,Sean saw a pack of coyotes.
521,"Little Sue wanted to ride it again, but it was very expensive to do so."
522,He became ill while in a class and was sent to the nurses office.
523,Miles cleaned his windows.
524,Charles' mother abandoned him when he was young.
525,Jorie was expecting it to be sad.
526,Jill was excited to use the sled.
527,He had a lovely family.
528,"Paul stopped by on his day off, and noticed that some dishes weren't prepared properly."
529,Kyle interviewed with 10 companies the week after.
530,Her sister got up to get a drink.
531,she went on a field trip to the country while in college.
532,She applies to multiple openings.
533,They are love candy on halloween.
534,Randy spilled on his keyboard.
535,I opened it and started eating it.
536,Jamie quickly learned the basics to riding horses.
537,Matt didn't listen and knocked over the grill.
538,My mom got in trouble at work.
539,Her mother said to not think about the people watching her.
540,When I came across a cat who had been abused.
541,Phil won the Salesman of the Year award.
542,I realized I'd underestimated how much food I'd need.
543,Mary found out the club was double booked.
544,Jan decided to bring her own clothes to the store.
545,Linda thought about her mum who had told her that she was the most beautiful girl in New York.
546,Joey made new friends.
547,Gloria and I beat up a would be attacker.
548,Jenny and Bob spent the evening talking.
549,Inside was a gift card from her favorite store.
550,He was tired when he got home.
551,but he misses to going to concerts when he became old..
552,My daughter grabbed the drink and spilled.
553,Susie takes one after each long workday.
554,Amy wasn't getting enough protein.
555,They finally caught a break and went to the movies. They watched a movie their kids told them was garbage.
556,Tims's neighbor said he lost sleep because of loud music.
557,His friends told him he needed to get married if for no other reason than for his health.
558,The movie was not very good.
559,timmy decided to start a marijuana operation with a large garden.
560,He sped in it and crashed.
561,Jordan went to the hospital.
562,He started feeling self conscious about his weight.
563,Whitney was kinda sad that she was still single.
564,Bill kicked a bowling ball one day.
565,gina wanted to buy a tablet but was short on money.
566,She found out her energy bill was reduced.
567,However Nita totally bombed out in her many auditions.
568,Judy’s dad gave her a poster to take to college.
569,I could not find the matches to any of my socks and I was running late.
570,My parents and I had a lovely weekend.
571,Tim wasn't used to this hot of climate.
572,Jake lost his suit.
573,Jane was rear ended in her car.
574,He entered a race and won.
575,I watched the storm overnight.
576,The current game was not looking too good.
577,Betty was afraid to talk to Ben.
578,Charles went to an advertising agency.
579,I walked into a chair leg causing intense throbbing.
580,Greg got help with his addiction.
581,winston was in the habit of taking things.
582,Leah explains that her scheduling needs time for school.
583,Beth wasn't sure if her relationship with Dan could be fixed.
584,He tried really hard at his favorite sport Tennis.
585,Jeff impressed his friends with his movie quote knowledge.
586,Lucy realized the old lady was senile.
587,and then he ran up and pet a dog that bit him.
588,Her grandfather carried Lucy to bed.
589,I found out where the painting was at.
590,Khalid packed his things and headed out to the car.
591,Jon started working out and drinking protein shakes.
592,The tailor wanted to purchase the cloth on sale.
593,Ben was the next to last chosen by the judge.
594,Gary had to study for a test.
595,He wanted to buy a leather coat.
596,Carol lost her leg due to not wearing safety gear.
597,The worked hard at cleaning the stage.
598,"Mandy fell down, and one boy helped her, and the other laughed."
599,The items I wanted were only available online.
600,Beth spent 2 months working hard to prepare for the bee.
601,Frank was able to restore the old bike.
602,Marcy had to choose something new one day.
603,Emily painted daily after work.
604,Mike borrowed one from his family.
605,Tim spent every night for two weeks working on his story.
606,He was injured in a war.
607,I bought a lottery ticket to cheer up.
608,Jerry took guitar lessons.
609,Jed and his brothers got in the boat and went sailing.
610,Clark saw a little kitten on the walk.
611,Jeff's wallet got stolen while he wasn't looking.
612,The man next to him cheats at cards.
613,I bought several bags of candy in the clearance section without looking at the expiration date.
614,I saw Zumba buying a cool pair of pants.
615,he scored a goal but hurt his leg.
616,She threatened to hit me every day.
617,Timmy saw his school featured on the news .
618,Maddie studied for her test.
619,Bob made Sue mad on the date.
620,Ophelia decided to move to a more quiet town.
621,He was offered a well paying position.
622,Tim got a billboard.
623,Neil spent some time there.
624,I had bad memories at camp and our senior trip was to the same camp site.
625,Linda's water tasted bad and she didn't know why.
626,There was always a knock before I heard his footsteps.
627,We only saw the child at night.
628,Then winter came and gas was difficult to mine.
629,We managed to find more.
630,Dave wrote a bestselling children's series.
631,they looked through some pamphlets to see what place sounded good.
632,I did not put down weed killer.
633,I told this to my psychatrist.
634,Martin decided to copy off his friend.
635,Charles had a friend who saw him at a party.
636,Chuck experimented with a new kind of chili made with white beans and pineapple.
637,He was very rude to the people about to get on the bus.
638,She noticed one was missing and looked for it.
639,Amy went into labor and had the baby.
640,I realized I had received my neighbors mail.
641,Charlie was disappointed with police culture after joining.
642,Tom left his job.
643,Tina had a test she hadn't studied for today.
644,My collection has gotten quite long.
645,She went to determine her gender.
646,Josh decided to apply to 10 different schools to increase his chances.
647,Tim decided to take up guitar.
648,Meg worked really hard on her skills.
649,John had an allergic reaction to the cookies.
650,Marie was disappointed she couldn't spend it with her friends.
651,"John grabbed the man, who had just robbed a woman."
652,They said that John and I needed new handrails.
653,There was a problem with the new part.
654,Annie went to the shelter and met some dogs.
655,Senior year he improved and made the team.
656,Wendy decided to get a spray tan.
657,Max's sister changed the recipe because she didn't have some ingredients.
658,The site was a set up by the police.
659,Bob felt cold so he grabbed a heating blanket.
660,They carried some of my shopping up to my apartment.
661,Gina's car had skidded off the road and she was trapped in a ditch.
662,He went to the post office.
663,The doctor said it was just a minor sprain.
664,He ordered one online.
665,She was cooking all the afternoon.
666,Jim put the recycling bucket to the street to get picked up.
667,Rita got herself a tennis trainer.
668,Her dog did not like the crate so she decided to return it.
669,My sister's dinner was paid for.
670,Tammy finished with a decent time.
671,Daniel then takes the car to a mechanic.
672,The road was under construction so Chuck had to detour.
673,My brother fed him bisquits.
674,I lied sleeping in the sun for two hours.
675,The boat saw some trash floating in the ocean.
676,Ava brought bird seed.
677,Tammy dressed up special for the night.
678,Gus's gave him his lunch.
679,Tim's bed caught fire while he was smoking.
680,Boris hit the home run.
681,"So, he buckled down and studied for the next test."
682,Ryan loved snow days.
683,Duke did not love every song on an album.
684,Vladimir felt really lazy.
685,Missy decided to climb the rope.
686,Matt and his girlfriend quickly ran out of food.
687,The dog ate a lot of food every day.
688,The man played the piano.
689,The bread was sticking badly to her teeth.
690,Sam was not hired at her tryouts.
691,Jane fell on the last step.
692,Jimmy had a hard time learning the topics.
693,The boys had a routine cleaning.
694,I decided to get some coffee.
695,She was impatient and she watched the last episode over and over.
696,One day the girl asked Albert to a dance.
697,Jose ran as fast as he could but still lost.
698,She reduced it to a particular subject.
699,James bought a pack of pokemon cards.
700,Bobo was made fun of by other kids when he was a child.
701,Kyle went to numerous interviews.
702,A man at the gym bumped into me accidentally.
703,Lillith went to the fast food restaurant and ate three tacos.
704,she ate a huge dinner.
705,They had been lying for months.
706,Josh worked hard and studied for his test.
707,"As Sean was walking, he saw a pack of coyotes."
708,The cabin that Nestor had rented was not yet ready when they arrived.
709,One of the girls bullies Gertrude.
710,The gas station was robbed by one of my neighbors.
711,I surprised my girlfriend with a present last weekend and loved the look on her face.
712,Terry asked one of her coworkers to take over soup heating.
713,Ryan decided to listen to his friend and skipped work.
714,He decided to try his best and started to do homework every night.
715,Jim has met a coworker that likes to jog with him.
716,She took her time at the store and found the perfect pair.
717,Julie decided to do some freelancing job.
718,Tim worked hard to become a good basketball player.
719,She worked hard for many years.
720,Dan hated the toy.
721,"I made reservations late,."
722,Avas naval became infected.
723,"Hannah went gambling at the casino, trying to make more money."
724,In the distance she could see storm clouds.
725,Cam's vision was damaged by the bright sun.
726,The hospital told her she was in labor.
727,The night I brought him home he ran away.
728,gina never felt close in the family.
729,John rescued a kitten that was abandoned in the field.
730,I cleaned the house all day long.
731,"While there, my daughter jumped in a bounce house, played birthday tag, and participated in a scavenger hunt."
732,It started to rain outside.
733,"Halfway through the project, the lady thought about making something else."
734,My children need me more and more on the weekends.
735,"Bud bid on a house,."
736,The clan gathered at the ancestral homestead.
737,Nate thought his stories were clever puzzles.
738,I immediately called an exterminator.
739,i got a little sick.
740,Melinda saw a dog she loved at the local animal shelter.
741,They all headed to the beach.
742,Dan found pictures of happy times with his ex girlfriend.
743,They where always late.
744,He got a second job and made enough to buy the rims.
745,They damaged his clothes.
746,So I bought a new engine and parts to make it faster.
747,He decides to watch Star Wars.
748,Beth was being rude to Joe.
749,Mike bought a new computer game to play.
750,I spilled it when I was putting it on my nails.
751,I found a coupon code and used it.
752,Bob decided to shop for socks at a factory outlet.
753,I did see that he is doing quite well though.
754,The man studied and worked hard to gain knowledge.
755,The man jumped daily to his favorite pop tunes.
756,"Amy ran out of her anti-depressants, and couldn't get them refilled."
757,Niall didn't have a permit to sell items on the street.
758,His dog died recently.
759,Kelly gladly accepted Fred's proposal. A long awaited moment for her.
760,Bill takes the comic books to get appraised.
761,She got a tattoo with her friend.
762,It was so loud they didn't hear the bell ring.
763,Ashley trained for a competition.
764,Since Sally was hungry she had to find a solution.
